16.7	-9	-9	-9	20.1	-9	20.8	-9	-9
16.2	-9	-9	-9	20	-9	23.8	-9	-9
16.4	-9	-9	-9	17.5	-9	23.7	-9	-9
16.9	-9	-9	-9	18.3	-9	23.4	-9	-9
16.2	-9	-9	-9	19.9	-9	23	-9	-9
16.3	-9	-9	-9	20.6	-9	21.9	-9	-9
-9	-9	-9	-9	22.2	-9	22.7	-9	-9
-9	-9	-9	-9	25.4	-9	22.2	-9	-9
-9	-9	-9	-9	25.1	-9	22.4	-9	-9
-9	-9	-9	-9	24.4	-9	22.8	-9	-9
-9	-9	-9	-9	24.6	-9	21.8	-9	-9
-9	-9	-9	-9	24.5	-9	19.6	-9	-9
-9	-9	-9	-9	25.1	-9	21.6	-9	-9
-9	-9	-9	-9	25.2	-9	22.2	-9	-9
-9	-9	-9	-9	25.5	-9	22	-9	-9
-9	-9	-9	-9	25.8	-9	21.5	-9	-9
-9	-9	-9	-9	-9	-9	18.2	-9	-9
-9	-9	-9	-9	-9	-9	16.3	-9	-9
-9	-9	-9	-9	-9	-9	15.6	-9	-9
-9	-9	-9	-9	-9	-9	16.6	-9	-9
-9	-9	-9	-9	-9	-9	17	-9	-9
-9	-9	-9	-9	-9	-9	16.7	-9	-9
-9	-9	-9	-9	-9	-9	17.1	-9	-9
-9	-9	-9	-9	-9	-9	17.7	-9	-9
-9	-9	-9	-9	-9	-9	18.4	-9	-9
-9	-9	-9	-9	-9	-9	17.3	-9	-9
-9	-9	-9	-9	-9	-9	18.9	-9	-9
-9	-9	-9	-9	-9	-9	17.8	-9	-9
-9	-9	-9	-9	-9	-9	19.1	-9	-9
-9	-9	-9	-9	-9	-9	20.1	-9	-9
-9	-9	-9	-9	-9	-9	19.6	-9	-9
-9	-9	-9	-9	-9	-9	15	-9	-9
-9	-9	-9	-9	-9	-9	16.8	-9	-9
-9	-9	-9	-9	-9	-9	16.8	-9	-9
-9	-9	-9	-9	-9	-9	18.9	-9	-9
